,Condition,df,mse,p_value,se,t,theta,Source,Detector,Chroma,Significant,ch_name
2130,m_noise__ild_0__itd_50__targ_l,68.0,2.8165638450575255e-16,0.4345929787388372,1.0661860322993024e-08,0.7860084794191384,0.00838031262025499,2,2,hbr,False,S2_D2 hbr
2131,m_noise__ild_0__itd_50__targ_r,68.0,2.8165638450575255e-16,0.6797118520084182,1.0595673220201411e-08,0.41463836048085795,0.004393372572215245,2,2,hbr,False,S2_D2 hbr
2132,m_noise__ild_10__itd_0__targ_l,68.0,2.8165638450575255e-16,0.5077539994107221,1.0644804796150187e-08,0.6658586642105927,0.007087935502347074,2,2,hbr,False,S2_D2 hbr
2133,m_noise__ild_10__itd_0__targ_r,68.0,2.8165638450575255e-16,0.9643922737255257,1.0556016517199218e-08,-0.04480724395558918,-0.00047298600728537424,2,2,hbr,False,S2_D2 hbr
2134,m_speech__ild_0__itd_500__targ_l,68.0,2.8165638450575255e-16,0.06840940134636771,1.0645059014239517e-08,1.8517104197752012,0.019711566695789245,2,2,hbr,False,S2_D2 hbr
2135,m_speech__ild_0__itd_500__targ_r,68.0,2.8165638450575255e-16,0.17898062587340363,1.0662531125412873e-08,1.3579115670819255,0.0144787743495692,2,2,hbr,False,S2_D2 hbr
2136,m_speech__ild_0__itd_50__targ_l,68.0,2.8165638450575255e-16,0.5968747823691578,1.0576186074172784e-08,-0.5313978187200209,-0.005620162210192479,2,2,hbr,False,S2_D2 hbr
2137,m_speech__ild_0__itd_50__targ_r,68.0,2.8165638450575255e-16,0.21472099440668416,1.060646570944803e-08,1.2523817953045453,0.01328334456703462,2,2,hbr,False,S2_D2 hbr
2138,m_speech__ild_10__itd_0__targ_l,68.0,2.8165638450575255e-16,0.8256888498398589,1.0673584850949685e-08,0.22108489774978185,0.002359768415395832,2,2,hbr,False,S2_D2 hbr
2139,m_speech__ild_10__itd_0__targ_r,68.0,2.8165638450575255e-16,0.5511064592561985,1.0600513711212907e-08,0.5990857197372887,0.006350616386266982,2,2,hbr,False,S2_D2 hbr
2140,Exhale,68.0,5.019725125360768e-15,0.7567669043592378,3.522667500491106e-08,-0.3109802999577965,-0.010954801959543055,3,3,hbo,False,S3_D3 hbo
2141,Hold_Breath,68.0,5.019725125360768e-15,0.266200245383693,4.6079443446444727e-08,-1.1210731799585583,-0.051658428195226334,3,3,hbo,False,S3_D3 hbo
2142,Inhale,68.0,5.019725125360768e-15,0.9828188252846028,3.323618853668827e-08,0.021614426563183693,0.0007183811563663763,3,3,hbo,False,S3_D3 hbo
2196,m_noise__ild_0__itd_500__targ_l,68.0,5.019725125360768e-15,0.001977289004220288,4.491062173690148e-08,3.2182450961936,0.1445333881717889,3,3,hbo,True,S3_D3 hbo
2197,m_noise__ild_0__itd_500__targ_r,68.0,5.019725125360768e-15,0.012198843554541478,4.456339393196351e-08,2.5751686979782336,0.11475825712926557,3,3,hbo,True,S3_D3 hbo
2198,m_noise__ild_0__itd_50__targ_l,68.0,5.019725125360768e-15,0.04278208724203999,4.5010429467013414e-08,2.064552795442258,0.09292640798017912,3,3,hbo,True,S3_D3 hbo
2199,m_noise__ild_0__itd_50__targ_r,68.0,5.019725125360768e-15,0.1176703092876103,4.473101200781043e-08,1.584718307867195,0.07088605365820452,3,3,hbo,False,S3_D3 hbo
2200,m_noise__ild_10__itd_0__targ_l,68.0,5.019725125360768e-15,0.03225965138222823,4.493842734311326e-08,2.186029338633909,0.09823672060411386,3,3,hbo,True,S3_D3 hbo
2201,m_noise__ild_10__itd_0__targ_r,68.0,5.019725125360768e-15,0.27201587936505606,4.456359608044876e-08,1.107416431231532,0.04935045853425405,3,3,hbo,False,S3_D3 hbo
2202,m_speech__ild_0__itd_500__targ_l,68.0,5.019725125360768e-15,0.10985199999209136,4.4939500557827434e-08,1.6200420046119854,0.0728038785699642,3,3,hbo,False,S3_D3 hbo
2203,m_speech__ild_0__itd_500__targ_r,68.0,5.019725125360768e-15,0.1678991389549608,4.5013261346637634e-08,1.3938575469898553,0.06274207404263761,3,3,hbo,False,S3_D3 hbo
2204,m_speech__ild_0__itd_50__targ_l,68.0,5.019725125360768e-15,0.02946079758683996,4.464874448739063e-08,2.2241682582964337,0.09930632026164211,3,3,hbo,True,S3_D3 hbo
2205,m_speech__ild_0__itd_50__targ_r,68.0,5.019725125360768e-15,0.01331046145381277,4.4776573904261164e-08,2.541857145200849,0.11381565431616011,3,3,hbo,True,S3_D3 hbo
2206,m_speech__ild_10__itd_0__targ_l,68.0,5.019725125360768e-15,0.012453440246820694,4.505992608604989e-08,2.5673037403188457,0.1156825167792066,3,3,hbo,True,S3_D3 hbo
2207,m_speech__ild_10__itd_0__targ_r,68.0,5.019725125360768e-15,0.24931494254626146,4.475144676991182e-08,1.1619573686212263,0.05199927333075961,3,3,hbo,False,S3_D3 hbo
2208,Exhale,68.0,8.4973968199536e-16,0.7553027620101567,1.4493545373417417e-08,0.3129152343376206,0.004535251146905847,3,3,hbr,False,S3_D3 hbr
2209,Hold_Breath,68.0,8.4973968199536e-16,0.832467688162985,1.8958772131623574e-08,-0.21235200156122241,-0.004025933209293389,3,3,hbr,False,S3_D3 hbr
2210,Inhale,68.0,8.4973968199536e-16,0.7158103011087018,1.3674586276700556e-08,-0.3655839980435783,-0.004999209922628038,3,3,hbr,False,S3_D3 hbr
2264,m_noise__ild_0__itd_500__targ_l,68.0,8.4973968199536e-16,0.2922137023921237,1.8477876035743432e-08,1.0615101853206377,0.01961445361503378,3,3,hbr,False,S3_D3 hbr
2265,m_noise__ild_0__itd_500__targ_r,68.0,8.4973968199536e-16,0.43643873990410564,1.833501378873661e-08,0.7828403514979252,0.014353388639093871,3,3,hbr,False,S3_D3 hbr
2266,m_noise__ild_0__itd_50__targ_l,68.0,8.4973968199536e-16,0.4623959641314066,1.8518940594484597e-08,0.7390900805099666,0.013687165294936911,3,3,hbr,False,S3_D3 hbr
2267,m_noise__ild_0__itd_50__targ_r,68.0,8.4973968199536e-16,0.5401576035348035,1.8403978009383425e-08,0.6156852614219628,0.011331058011911288,3,3,hbr,False,S3_D3 hbr
2268,m_noise__ild_10__itd_0__targ_l,68.0,8.4973968199536e-16,0.3872627705963835,1.8489316281387097e-08,0.8701813848265272,0.016089058846233076,3,3,hbr,False,S3_D3 hbr
2269,m_noise__ild_10__itd_0__targ_r,68.0,8.4973968199536e-16,0.6679936617823781,1.8335096960033438e-08,0.4307760032193434,0.007898319787082338,3,3,hbr,False,S3_D3 hbr
2270,m_speech__ild_0__itd_500__targ_l,68.0,8.4973968199536e-16,0.5301434029440056,1.848975784126049e-08,0.6310190328770462,0.011667389111122976,3,3,hbr,False,S3_D3 hbr
2271,m_speech__ild_0__itd_500__targ_r,68.0,8.4973968199536e-16,0.6047614911562369,1.8520105733567974e-08,0.5199868553272624,0.009630211540726413,3,3,hbr,False,S3_D3 hbr
2272,m_speech__ild_0__itd_50__targ_l,68.0,8.4973968199536e-16,0.47999043364305116,1.837013013586721e-08,0.7102296352365745,0.013047010825645374,3,3,hbr,False,S3_D3 hbr
2273,m_speech__ild_0__itd_50__targ_r,68.0,8.4973968199536e-16,0.5557818581495189,1.84227238437097e-08,0.5920480731586939,0.010907138154003055,3,3,hbr,False,S3_D3 hbr
2274,m_speech__ild_10__itd_0__targ_l,68.0,8.4973968199536e-16,0.4448012488678975,1.8539305317914665e-08,0.7685843797397689,0.014249020478575642,3,3,hbr,False,S3_D3 hbr
2275,m_speech__ild_10__itd_0__targ_r,68.0,8.4973968199536e-16,0.8121525145943277,1.8412385619572867e-08,0.2385751968410796,0.00439273852350346,3,3,hbr,False,S3_D3 hbr
2276,Exhale,68.0,1.2043468105400968e-14,0.35143596327314,5.4564159271432395e-08,0.9382513355517234,0.05119489530967839,4,3,hbo,False,S4_D3 hbo
2277,Hold_Breath,68.0,1.2043468105400968e-14,0.6320771981220424,7.137449364722181e-08,-0.4809765351216097,-0.03432945665050009,4,3,hbo,False,S4_D3 hbo
2278,Inhale,68.0,1.2043468105400968e-14,0.20345286545633715,5.148100649971614e-08,-1.2841346849152,-0.06610854606063035,4,3,hbo,False,S4_D3 hbo
2332,m_noise__ild_0__itd_500__targ_l,68.0,1.2043468105400968e-14,0.03306488905223788,6.956405386229932e-08,2.1755946789532437,0.15134318542923522,4,3,hbo,True,S4_D3 hbo
2333,m_noise__ild_0__itd_500__targ_r,68.0,1.2043468105400968e-14,0.09168597361614136,6.902621731515248e-08,1.710750536748619,0.11808663832162393,4,3,hbo,False,S4_D3 hbo
2334,m_noise__ild_0__itd_50__targ_l,68.0,1.2043468105400968e-14,0.21604387162771704,6.971865048209352e-08,1.2487354055644873,0.08706014728516578,4,3,hbo,False,S4_D3 hbo
2335,m_noise__ild_0__itd_50__targ_r,68.0,1.2043468105400968e-14,0.11752013447505441,6.928584838694701e-08,1.585378775140093,0.10984431345024023,4,3,hbo,False,S4_D3 hbo
2336,m_noise__ild_10__itd_0__targ_l,68.0,1.2043468105400968e-14,0.1093860700798629,6.960712319898145e-08,1.6222103751146906,0.11291739743527418,4,3,hbo,False,S4_D3 hbo
2337,m_noise__ild_10__itd_0__targ_r,68.0,1.2043468105400968e-14,0.7751041375972364,6.902653043190688e-08,0.28684380475031984,0.019799832617801907,4,3,hbo,False,S4_D3 hbo
2338,m_speech__ild_0__itd_500__targ_l,68.0,1.2043468105400968e-14,0.24935000309038186,6.960878554885092e-08,1.1618704665219484,0.08087639213966967,4,3,hbo,False,S4_D3 hbo
2339,m_speech__ild_0__itd_500__targ_r,68.0,1.2043468105400968e-14,0.36170908950781877,6.972303690604161e-08,0.9182971950989707,0.06402646922460002,4,3,hbo,False,S4_D3 hbo
2340,m_speech__ild_0__itd_50__targ_l,68.0,1.2043468105400968e-14,0.17997366701611045,6.91584205758798e-08,1.354774018872506,0.09369403138245969,4,3,hbo,False,S4_D3 hbo
2341,m_speech__ild_0__itd_50__targ_r,68.0,1.2043468105400968e-14,0.026634367882581025,6.935642122909857e-08,2.2660648921221225,0.15716615119049374,4,3,hbo,True,S4_D3 hbo
2342,m_speech__ild_10__itd_0__targ_l,68.0,1.2043468105400968e-14,0.11442392274292279,6.979531799056904e-08,1.5991492964516298,0.11161313366023627,4,3,hbo,False,S4_D3 hbo
2343,m_speech__ild_10__itd_0__targ_r,68.0,1.2043468105400968e-14,0.5303265339362292,6.931750069627846e-08,0.6307372854879336,0.04372113222597862,4,3,hbo,False,S4_D3 hbo
2344,Exhale,68.0,3.2184217798049455e-15,0.43910119594424535,2.8206757433849013e-08,0.7782842872290592,0.021952876104446146,4,3,hbr,False,S4_D3 hbr
2345,Hold_Breath,68.0,3.2184217798049455e-15,0.784529733509156,3.689680288586498e-08,-0.27450378578220674,-0.01012831207542979,4,3,hbr,False,S4_D3 hbr
