,Condition,df,mse,p_value,se,t,theta,Source,Detector,Chroma,Significant,ch_name
4684,m_speech__ild_0__itd_50__targ_l,66.0,4.087327242763038e-15,0.7940354729227531,7.145072094439581e-08,0.2621328156064733,0.018729578658266886,6,4,hbr,False,S6_D4 hbr
4685,m_speech__ild_0__itd_50__targ_r,66.0,4.087327242763038e-15,0.6298649903881741,7.129444645212025e-08,0.4841742826667849,0.034518937469080836,6,4,hbr,False,S6_D4 hbr
4686,m_speech__ild_10__itd_0__targ_l,66.0,4.087327242763038e-15,0.4267129346699263,7.11873204726719e-08,-0.7997705589322809,-0.056933523083320205,6,4,hbr,False,S6_D4 hbr
4687,m_speech__ild_10__itd_0__targ_r,66.0,4.087327242763038e-15,0.6671892478162147,7.073200719002954e-08,0.4319450506053206,0.030552340425113213,6,4,hbr,False,S6_D4 hbr
4688,Exhale,66.0,1.5258630947607617e-14,0.8445609995092105,1.0573287900596886e-07,-0.1968356999368754,-0.020812005245480842,6,5,hbo,False,S6_D5 hbo
4689,Hold_Breath,66.0,1.5258630947607617e-14,0.6536617151885447,1.41511571588748e-07,-0.4507296496594975,-0.06378346108496129,6,5,hbo,False,S6_D5 hbo
4690,Inhale,66.0,1.5258630947607617e-14,0.9379033388490405,1.0751995996931998e-07,-0.0782028095758561,-0.0084083629550844,6,5,hbo,False,S6_D5 hbo
4742,m_noise__ild_0__itd_500__targ_l,66.0,1.5258630947607617e-14,0.3834560543940013,1.3792404521556802e-07,0.8773927218328577,0.12101355343788535,6,5,hbo,False,S6_D5 hbo
4743,m_noise__ild_0__itd_500__targ_r,66.0,1.5258630947607617e-14,0.7392112569180813,1.3670888665478118e-07,-0.3343025593934005,-0.045702130700515646,6,5,hbo,False,S6_D5 hbo
4744,m_noise__ild_0__itd_50__targ_l,66.0,1.5258630947607617e-14,0.7211927042509503,1.3895242025258888e-07,0.358393465422516,0.049799639423171116,6,5,hbo,False,S6_D5 hbo
4745,m_noise__ild_0__itd_50__targ_r,66.0,1.5258630947607617e-14,0.9132458030502808,1.385806908305173e-07,0.10936377885060934,0.01515570802495336,6,5,hbo,False,S6_D5 hbo
4746,m_noise__ild_10__itd_0__targ_l,66.0,1.5258630947607617e-14,0.7682852794548749,1.3856062098270607e-07,-0.2958344930297431,-0.04099101106230523,6,5,hbo,False,S6_D5 hbo
4747,m_noise__ild_10__itd_0__targ_r,66.0,1.5258630947607617e-14,0.687713988521114,1.3747984645587063e-07,0.40373331609532287,0.05550519430590447,6,5,hbo,False,S6_D5 hbo
4748,m_speech__ild_0__itd_500__targ_l,66.0,1.5258630947607617e-14,0.6174015039256902,1.3775256331956727e-07,0.5019095000776183,0.06913932019013447,6,5,hbo,False,S6_D5 hbo
4749,m_speech__ild_0__itd_500__targ_r,66.0,1.5258630947607617e-14,0.8872317336898341,1.378134669371592e-07,-0.1423569741000628,-0.019618708143413034,6,5,hbo,False,S6_D5 hbo
4750,m_speech__ild_0__itd_50__targ_l,66.0,1.5258630947607617e-14,0.8563845843987394,1.3805263322240707e-07,-0.18168781191369773,-0.025082480859103397,6,5,hbo,False,S6_D5 hbo
4751,m_speech__ild_0__itd_50__targ_r,66.0,1.5258630947607617e-14,0.9018277450944472,1.3775068938084773e-07,0.12382807858106931,0.01705740318924808,6,5,hbo,False,S6_D5 hbo
4752,m_speech__ild_10__itd_0__targ_l,66.0,1.5258630947607617e-14,0.6955499032575561,1.3754370723491694e-07,0.39304913558684806,0.0540614352340946,6,5,hbo,False,S6_D5 hbo
4753,m_speech__ild_10__itd_0__targ_r,66.0,1.5258630947607617e-14,0.8183776920897087,1.3666397926605804e-07,0.23054983383478025,0.03150785771098953,6,5,hbo,False,S6_D5 hbo
4754,Exhale,66.0,5.8174022512290956e-15,0.8542367852132053,6.528551292643916e-08,0.18443623820479985,0.012041014413423274,6,5,hbr,False,S6_D5 hbr
4755,Hold_Breath,66.0,5.8174022512290956e-15,0.9430908959205149,8.737731936417225e-08,0.07165786150105156,0.006261271849331006,6,5,hbr,False,S6_D5 hbr
4756,Inhale,66.0,5.8174022512290956e-15,0.8938780950751104,6.638895868929279e-08,0.13391399307894455,0.00889041055443629,6,5,hbr,False,S6_D5 hbr
4808,m_noise__ild_0__itd_500__targ_l,66.0,5.8174022512290956e-15,0.4837233466602042,8.516217586659512e-08,-0.7043006102010847,-0.05997977242889503,6,5,hbr,False,S6_D5 hbr
4809,m_noise__ild_0__itd_500__targ_r,66.0,5.8174022512290956e-15,0.35944767411395573,8.441186763065422e-08,0.9228484529383347,0.07789936145258473,6,5,hbr,False,S6_D5 hbr
4810,m_noise__ild_0__itd_50__targ_l,66.0,5.8174022512290956e-15,0.7776457025075286,8.579715329654729e-08,-0.2835462328390157,-0.024327459605547518,6,5,hbr,False,S6_D5 hbr
4811,m_noise__ild_0__itd_50__targ_r,66.0,5.8174022512290956e-15,0.6505102001109486,8.55676263393893e-08,0.455128873550691,0.03894429738825268,6,5,hbr,False,S6_D5 hbr
4812,m_noise__ild_10__itd_0__targ_l,66.0,5.8174022512290956e-15,0.8120520967474784,8.555523407010629e-08,0.23873333187330573,0.020424886088757036,6,5,hbr,False,S6_D5 hbr
4813,m_noise__ild_10__itd_0__targ_r,66.0,5.8174022512290956e-15,0.7872592644755807,8.488790220507405e-08,0.27097066561658667,0.023002131363304628,6,5,hbr,False,S6_D5 hbr
4814,m_speech__ild_0__itd_500__targ_l,66.0,5.8174022512290956e-15,0.9762864320475654,8.505629315874439e-08,-0.02983783083657885,-0.0025378952868570738,6,5,hbr,False,S6_D5 hbr
4815,m_speech__ild_0__itd_500__targ_r,66.0,5.8174022512290956e-15,0.32932567438310234,8.509389852758467e-08,0.9827372032089786,0.08362493984914718,6,5,hbr,False,S6_D5 hbr
4816,m_speech__ild_0__itd_50__targ_l,66.0,5.8174022512290956e-15,0.7940354729225485,8.524157343962633e-08,0.2621328156067398,0.02234461365247794,6,5,hbr,False,S6_D5 hbr
4817,m_speech__ild_0__itd_50__targ_r,66.0,5.8174022512290956e-15,0.6298649903880693,8.505513608204649e-08,0.48417428266693324,0.04118150949966325,6,5,hbr,False,S6_D5 hbr
4818,m_speech__ild_10__itd_0__targ_l,66.0,5.8174022512290956e-15,0.42671293467009597,8.492733349414057e-08,-0.7997705589319861,-0.06792238097721198,6,5,hbr,False,S6_D5 hbr
4819,m_speech__ild_10__itd_0__targ_r,66.0,5.8174022512290956e-15,0.6671892478162055,8.438413924630924e-08,0.4319450506053334,0.03644931129703454,6,5,hbr,False,S6_D5 hbr
4820,Exhale,66.0,1.0588461819473292e-14,0.8445609995090784,8.807825680114736e-08,-0.19683569993704494,-0.01733694532668863,7,6,hbo,False,S7_D6 hbo
4821,Hold_Breath,66.0,1.0588461819473292e-14,0.6536617151885076,1.178828445787811e-07,-0.45072964965954937,-0.053133293237865115,7,6,hbo,False,S7_D6 hbo
4822,Inhale,66.0,1.0588461819473292e-14,0.9379033388490818,8.956694203788999e-08,-0.07820280957580407,-0.007004386512476191,7,6,hbo,False,S7_D6 hbo
4874,m_noise__ild_0__itd_500__targ_l,66.0,1.0588461819473292e-14,0.3834560543939477,1.1489434117143516e-07,0.8773927218329567,0.10080745872360983,7,6,hbo,False,S7_D6 hbo
4875,m_noise__ild_0__itd_500__targ_r,66.0,1.0588461819473292e-14,0.7392112569185021,1.1388208227167463e-07,-0.3343025593928402,-0.038071071572406814,7,6,hbo,False,S7_D6 hbo
4876,m_noise__ild_0__itd_50__targ_l,66.0,1.0588461819473292e-14,0.7211927042506009,1.1575100450501845e-07,0.3583934654229851,0.041484403630745126,7,6,hbo,False,S7_D6 hbo
4877,m_noise__ild_0__itd_50__targ_r,66.0,1.0588461819473292e-14,0.9132458030503996,1.1544134416279023e-07,0.10936377885045895,0.01262510163321911,7,6,hbo,False,S7_D6 hbo
4878,m_noise__ild_10__itd_0__targ_l,66.0,1.0588461819473292e-14,0.7682852794549984,1.154246254540395e-07,-0.29583449302958076,-0.034146585554325024,7,6,hbo,False,S7_D6 hbo
4879,m_noise__ild_10__itd_0__targ_r,66.0,1.0588461819473292e-14,0.6877139885210953,1.1452431197337302e-07,0.4037333160953484,0.04623728024654811,7,6,hbo,False,S7_D6 hbo
4880,m_speech__ild_0__itd_500__targ_l,66.0,1.0588461819473292e-14,0.6174015039255718,1.1475149226185567e-07,0.5019095000777875,0.05759486411432808,7,6,hbo,False,S7_D6 hbo
4881,m_speech__ild_0__itd_500__targ_r,66.0,1.0588461819473292e-14,0.8872317336902165,1.1480222657005586e-07,-0.14235697409957668,-0.016342897594407175,7,6,hbo,False,S7_D6 hbo
4882,m_speech__ild_0__itd_50__targ_l,66.0,1.0588461819473292e-14,0.8563845843989927,1.1500145834817711e-07,-0.18168781191337383,-0.020894363334127294,7,6,hbo,False,S7_D6 hbo
4883,m_speech__ild_0__itd_50__targ_r,66.0,1.0588461819473292e-14,0.9018277450944641,1.1474993122183369e-07,0.1238280785810479,0.014209263500507063,7,6,hbo,False,S7_D6 hbo
4884,m_speech__ild_10__itd_0__targ_l,66.0,1.0588461819473292e-14,0.6955499032579464,1.1457750967449723e-07,0.3930491355863171,0.04503459113519403,7,6,hbo,False,S7_D6 hbo
4885,m_speech__ild_10__itd_0__targ_r,66.0,1.0588461819473292e-14,0.8183776920895793,1.1384467324097942e-07,0.23054983383494737,0.026246870498701683,7,6,hbo,False,S7_D6 hbo
4886,Exhale,66.0,4.036885211862051e-15,0.8542367852133805,5.438454175266471e-08,0.18443623820457558,0.010030480297341155,7,6,hbr,False,S7_D6 hbr
4887,Hold_Breath,66.0,4.036885211862051e-15,0.943090895920542,7.278759498376098e-08,0.07165786150101741,0.005215803400338494,7,6,hbr,False,S7_D6 hbr
4888,Inhale,66.0,4.036885211862051e-15,0.8938780950751115,5.5303740966575025e-08,0.13391399307894308,0.007405944785037588,7,6,hbr,False,S7_D6 hbr
4940,m_noise__ild_0__itd_500__targ_l,66.0,4.036885211862051e-15,0.48372334666011896,7.094232244729693e-08,-0.7043006102012221,-0.04996472098872309,7,6,hbr,False,S7_D6 hbr
4941,m_noise__ild_0__itd_500__targ_r,66.0,4.036885211862051e-15,0.3594476741139394,7.031729604012335e-08,0.9228484529383664,0.06489220786543695,7,6,hbr,False,S7_D6 hbr
4942,m_noise__ild_0__itd_50__targ_l,66.0,4.036885211862051e-15,0.7776457025073555,7.147127527317336e-08,-0.2835462328392424,-0.020265410859924803,7,6,hbr,False,S7_D6 hbr
4943,m_noise__ild_0__itd_50__targ_r,66.0,4.036885211862051e-15,0.6505102001111432,7.128007330775441e-08,0.4551288735504189,0.03244161947114955,7,6,hbr,False,S7_D6 hbr
4944,m_noise__ild_10__itd_0__targ_l,66.0,4.036885211862051e-15,0.8120520967475097,7.126975022295315e-08,0.2387333318732651,0.017014464932500983,7,6,hbr,False,S7_D6 hbr
4945,m_noise__ild_10__itd_0__targ_r,66.0,4.036885211862051e-15,0.7872592644759714,7.071384530546216e-08,0.27097066561607647,0.019161377730693346,7,6,hbr,False,S7_D6 hbr
4946,m_speech__ild_0__itd_500__targ_l,66.0,4.036885211862051e-15,0.9762864320475031,7.085411937914484e-08,-0.029837830836657267,-0.002114133228115243,7,6,hbr,False,S7_D6 hbr
4947,m_speech__ild_0__itd_500__targ_r,66.0,4.036885211862051e-15,0.3293256743830293,7.088544563607606e-08,0.9827372032091277,0.06966176459263006,7,6,hbr,False,S7_D6 hbr
4948,m_speech__ild_0__itd_50__targ_l,66.0,4.036885211862051e-15,0.7940354729226444,7.100846270463765e-08,0.262132815606615,0.01861364826066398,7,6,hbr,False,S7_D6 hbr
4949,m_speech__ild_0__itd_50__targ_r,66.0,4.036885211862051e-15,0.6298649903883247,7.085315550395775e-08,0.48417428266657153,0.034305275740791785,7,6,hbr,False,S7_D6 hbr
4950,m_speech__ild_10__itd_0__targ_l,66.0,4.036885211862051e-15,0.42671293467007243,7.074669260175308e-08,-0.799770558932027,-0.05658112188469635,7,6,hbr,False,S7_D6 hbr
4951,m_speech__ild_10__itd_0__targ_r,66.0,4.036885211862051e-15,0.6671892478161376,7.029419756990312e-08,0.43194505060542704,0.03036323072659969,7,6,hbr,False,S7_D6 hbr
4952,Exhale,66.0,1.938923026775512e-14,0.8445609995090952,1.1918800690322775e-07,-0.19683569993702327,-0.0234604547628956,7,7,hbo,False,S7_D7 hbo
4953,Hold_Breath,66.0,1.938923026775512e-14,0.6536617151884986,1.5951974759387902e-07,-0.45072964965956175,-0.07190027994677081,7,7,hbo,False,S7_D7 hbo
4954,Inhale,66.0,1.938923026775512e-14,0.9379033388491418,1.2120250438214813e-07,-0.07820280957572834,-0.009478376370298509,7,7,hbo,False,S7_D7 hbo
5006,m_noise__ild_0__itd_500__targ_l,66.0,1.938923026775512e-14,0.3834560543940586,1.5547568748550016e-07,0.8773927218327512,0.1364132366217212,7,7,hbo,False,S7_D7 hbo
5007,m_noise__ild_0__itd_500__targ_r,66.0,1.938923026775512e-14,0.7392112569181785,1.5410589288335565e-07,-0.3343025593932711,-0.05151799440849107,7,7,hbo,False,S7_D7 hbo
5008,m_noise__ild_0__itd_50__targ_l,66.0,1.938923026775512e-14,0.7211927042511176,1.566349292669013e-07,0.35839346542229134,0.05613693510614024,7,7,hbo,False,S7_D7 hbo
5009,m_noise__ild_0__itd_50__targ_r,66.0,1.938923026775512e-14,0.9132458030505826,1.5621589509947358e-07,0.10936377885022727,0.017084360604549133,7,7,hbo,False,S7_D7 hbo
5010,m_noise__ild_10__itd_0__targ_l,66.0,1.938923026775512e-14,0.7682852794546845,1.5619327124602364e-07,-0.2958344930299935,-0.046207357213763664,7,7,hbo,False,S7_D7 hbo
5011,m_noise__ild_10__itd_0__targ_r,66.0,1.938923026775512e-14,0.6877139885208643,1.5497496183294103e-07,0.4037333160956641,0.06256855525261226,7,7,hbo,False,S7_D7 hbo
5012,m_speech__ild_0__itd_500__targ_l,66.0,1.938923026775512e-14,0.6174015039258978,1.5528238351424293e-07,0.5019095000773215,0.07793770348044857,7,7,hbo,False,S7_D7 hbo
5013,m_speech__ild_0__itd_500__targ_r,66.0,1.938923026775512e-14,0.8872317336897797,1.553510374737513e-07,-0.1423569741001319,-0.022115303618079434,7,7,hbo,False,S7_D7 hbo
5014,m_speech__ild_0__itd_50__targ_l,66.0,1.938923026775512e-14,0.8563845843990504,1.556206390690652e-07,-0.1816878119133,-0.02827437340100786,7,7,hbo,False,S7_D7 hbo
5015,m_speech__ild_0__itd_50__targ_r,66.0,1.938923026775512e-14,0.9018277450944052,1.5528027110584982e-07,0.1238280785811224,0.01922805761259316,7,7,hbo,False,S7_D7 hbo
5016,m_speech__ild_10__itd_0__targ_l,66.0,1.938923026775512e-14,0.6955499032579482,1.5504694927001242e-07,0.3930491355863145,0.060941069385873535,7,7,hbo,False,S7_D7 hbo
5017,m_speech__ild_10__itd_0__targ_r,66.0,1.938923026775512e-14,0.8183776920897011,1.5405527076649415e-07,0.23054983383478997,0.0355174170765888,7,7,hbo,False,S7_D7 hbo
5018,Exhale,66.0,7.392206561422934e-15,0.854236785213211,7.359347667926322e-08,0.18443623820479255,0.013573303995135436,7,7,hbr,False,S7_D7 hbr
5019,Hold_Breath,66.0,7.392206561422934e-15,0.9430908959205582,9.849659482907391e-08,0.07165786150099694,0.007058055350581589,7,7,hbr,False,S7_D7 hbr
5020,Inhale,66.0,7.392206561422934e-15,0.8938780950750704,7.483734237588262e-08,0.13391399307899532,0.010021767348974349,7,7,hbr,False,S7_D7 hbr
5072,m_noise__ild_0__itd_500__targ_l,66.0,7.392206561422934e-15,0.4837233466602342,9.599956135223123e-08,-0.704300610201036,-0.06761254963940824,7,7,hbr,False,S7_D7 hbr
5073,m_noise__ild_0__itd_500__targ_r,66.0,7.392206561422934e-15,0.35944767411392364,9.515377200037007e-08,0.9228484529383965,0.08781251128179443,7,7,hbr,False,S7_D7 hbr
5074,m_noise__ild_0__itd_50__targ_l,66.0,7.392206561422934e-15,0.7776457025072753,9.671534337780399e-08,-0.2835462328393476,-0.027423271272540267,7,7,hbr,False,S7_D7 hbr
5075,m_noise__ild_0__itd_50__targ_r,66.0,7.392206561422934e-15,0.6505102001109295,9.645660777151565e-08,0.45512887355071746,0.043900187241573296,7,7,hbr,False,S7_D7 hbr
5076,m_noise__ild_10__itd_0__targ_l,66.0,7.392206561422934e-15,0.8120520967474354,9.644263851341224e-08,0.23873333187336132,0.02302407242696506,7,7,hbr,False,S7_D7 hbr
5077,m_noise__ild_10__itd_0__targ_r,66.0,7.392206561422934e-15,0.7872592644758157,9.569038476146705e-08,0.27097066561627975,0.02592928725189264,7,7,hbr,False,S7_D7 hbr
5078,m_speech__ild_0__itd_500__targ_l,66.0,7.392206561422934e-15,0.9762864320475206,9.588020444988552e-08,-0.029837830836635205,-0.002860857320957682,7,7,hbr,False,S7_D7 hbr
5079,m_speech__ild_0__itd_500__targ_r,66.0,7.392206561422934e-15,0.32932567438298144,9.592259532208226e-08,0.9827372032092256,0.09426670305139348,7,7,hbr,False,S7_D7 hbr
5080,m_speech__ild_0__itd_50__targ_l,66.0,7.392206561422934e-15,0.7940354729226191,9.608906273128674e-08,0.26213281560664786,0.025188096562756005,7,7,hbr,False,S7_D7 hbr
5081,m_speech__ild_0__itd_50__targ_r,66.0,7.392206561422934e-15,0.6298649903881701,9.58789001284034e-08,0.48417428266679047,0.04642209769255056,7,7,hbr,False,S7_D7 hbr
5082,m_speech__ild_10__itd_0__targ_l,66.0,7.392206561422934e-15,0.42671293467002847,9.573483391292918e-08,-0.7997705589321032,-0.07656590162781544,7,7,hbr,False,S7_D7 hbr
5083,m_speech__ild_10__itd_0__targ_r,66.0,7.392206561422934e-15,0.6671892478163117,9.512251501677336e-08,0.43194505060518634,0.04108769956261277,7,7,hbr,False,S7_D7 hbr
5084,Exhale,66.0,1.5843558271683445e-14,0.8445609995090928,1.0774041300142975e-07,-0.19683569993702643,-0.02120715960464073,8,6,hbo,False,S8_D6 hbo
5085,Hold_Breath,66.0,1.5843558271683445e-14,0.6536617151885091,1.441984301457676e-07,-0.45072964965954715,-0.06499450790105851,8,6,hbo,False,S8_D6 hbo
5086,Inhale,66.0,1.5843558271683445e-14,0.9379033388490803,1.095614249975901e-07,-0.078202809575806,-0.00856801125594049,8,6,hbo,False,S8_D6 hbo
5138,m_noise__ild_0__itd_500__targ_l,66.0,1.5843558271683445e-14,0.3834560543940073,1.4054278795826877e-07,0.8773927218328467,0.12331121926068205,8,6,hbo,False,S8_D6 hbo
5139,m_noise__ild_0__itd_500__targ_r,66.0,1.5843558271683445e-14,0.7392112569183463,1.393045573678201e-07,-0.3343025593930476,-0.046569870063177886,8,6,hbo,False,S8_D6 hbo
5140,m_noise__ild_0__itd_50__targ_l,66.0,1.5843558271683445e-14,0.7211927042509549,1.415906885947655e-07,0.35839346542250955,0.05074517755703742,8,6,hbo,False,S8_D6 hbo
5141,m_noise__ild_0__itd_50__targ_r,66.0,1.5843558271683445e-14,0.9132458030507189,1.4121190120303548e-07,0.1093637788500549,0.015443467134164574,8,6,hbo,False,S8_D6 hbo
5142,m_noise__ild_10__itd_0__targ_l,66.0,1.5843558271683445e-14,0.7682852794549747,1.4119145029209476e-07,-0.2958344930296118,-0.04176930111727749,8,6,hbo,False,S8_D6 hbo
5143,m_noise__ild_10__itd_0__targ_r,66.0,1.5843558271683445e-14,0.6877139885208532,1.40090155264688e-07,0.4037333160956794,0.056559062937371084,8,6,hbo,False,S8_D6 hbo
5144,m_speech__ild_0__itd_500__targ_l,66.0,1.5843558271683445e-14,0.617401503925831,1.4036805016174713e-07,0.5019095000774167,0.07045205788352427,8,6,hbo,False,S8_D6 hbo
5145,m_speech__ild_0__itd_500__targ_r,66.0,1.5843558271683445e-14,0.8872317336900214,1.404301101470074e-07,-0.14235697409982473,-0.01999120555303307,8,6,hbo,False,S8_D6 hbo
5146,m_speech__ild_0__itd_50__targ_l,66.0,1.5843558271683445e-14,0.8563845843990225,1.4067381744591836e-07,-0.1816878119133356,-0.025558718085244927,8,6,hbo,False,S8_D6 hbo
5147,m_speech__ild_0__itd_50__targ_r,66.0,1.5843558271683445e-14,0.9018277450941521,1.4036614064283986e-07,0.12382807858144354,0.01738126949369553,8,6,hbo,False,S8_D6 hbo
5148,m_speech__ild_10__itd_0__targ_l,66.0,1.5843558271683445e-14,0.695549903258001,1.401552285585747e-07,0.3930491355862425,0.05508789143284003,8,6,hbo,False,S8_D6 hbo
5149,m_speech__ild_10__itd_0__targ_r,66.0,1.5843558271683445e-14,0.8183776920898215,1.3925879732937858e-07,0.23054983383463448,0.032106092584299264,8,6,hbo,False,S8_D6 hbo
5150,Exhale,66.0,6.040407679669243e-15,0.8542367852130226,6.652507897101287e-08,0.18443623820503371,0.012269635311706408,8,6,hbr,False,S8_D6 hbr
5151,Hold_Breath,66.0,6.040407679669243e-15,0.9430908959206269,8.90363391573037e-08,0.07165786150091025,0.006380153659882139,8,6,hbr,False,S8_D6 hbr
5152,Inhale,66.0,6.040407679669243e-15,0.8938780950751699,6.764947568972715e-08,0.13391399307886895,0.009059211419303236,8,6,hbr,False,S8_D6 hbr
5204,m_noise__ild_0__itd_500__targ_l,66.0,6.040407679669243e-15,0.4837233466602847,8.6779137069078e-08,-0.7043006102009544,-0.061118599190463904,8,6,hbr,False,S8_D6 hbr
5205,m_noise__ild_0__itd_500__targ_r,66.0,6.040407679669243e-15,0.359447674113781,8.601458284546623e-08,0.9228484529386727,0.07937842470910379,8,6,hbr,False,S8_D6 hbr
5206,m_noise__ild_0__itd_50__targ_l,66.0,6.040407679669243e-15,0.7776457025073611,8.742617071833452e-08,-0.28354623283923513,-0.0247893613587436,8,6,hbr,False,S8_D6 hbr
5207,m_noise__ild_0__itd_50__targ_r,66.0,6.040407679669243e-15,0.6505102001108745,8.7192285767961e-08,0.4551288735507945,0.03968372680389106,8,6,hbr,False,S8_D6 hbr
5208,m_noise__ild_10__itd_0__targ_l,66.0,6.040407679669243e-15,0.8120520967475466,8.717965820855724e-08,0.2387333318732174,0.020812690275697158,8,6,hbr,False,S8_D6 hbr
5209,m_noise__ild_10__itd_0__targ_r,66.0,6.040407679669243e-15,0.7872592644758182,8.649965581551234e-08,0.27097066561627664,0.023438869311908212,8,6,hbr,False,S8_D6 hbr
5210,m_speech__ild_0__itd_500__targ_l,66.0,6.040407679669243e-15,0.9762864320474636,8.667124398245443e-08,-0.02983783083670691,-0.0025860819163554274,8,6,hbr,False,S8_D6 hbr
5211,m_speech__ild_0__itd_500__targ_r,66.0,6.040407679669243e-15,0.3293256743830594,8.67095633586789e-08,0.9827372032090661,0.08521271378658742,8,6,hbr,False,S8_D6 hbr
5212,m_speech__ild_0__itd_50__targ_l,66.0,6.040407679669243e-15,0.7940354729227137,8.686004215167969e-08,0.2621328156065247,0.022768867412921213,8,6,hbr,False,S8_D6 hbr
5213,m_speech__ild_0__itd_50__targ_r,66.0,6.040407679669243e-15,0.6298649903882649,8.667006493651835e-08,0.4841742826666561,0.04196341651931128,8,6,hbr,False,S8_D6 hbr
5214,m_speech__ild_10__itd_0__targ_l,66.0,6.040407679669243e-15,0.42671293466984506,8.653983578043096e-08,-0.7997705589324222,-0.0692120128320353,8,6,hbr,False,S8_D6 hbr
5215,m_speech__ild_10__itd_0__targ_r,66.0,6.040407679669243e-15,0.6671892478162597,8.598632798653043e-08,0.43194505060525834,0.03714136879350222,8,6,hbr,False,S8_D6 hbr
5216,Exhale,66.0,1.0779863297545288e-14,0.8445609995092123,8.887076119170078e-08,-0.19683569993687314,-0.017492938483091122,8,7,hbo,False,S8_D7 hbo
5217,Hold_Breath,66.0,1.0779863297545288e-14,0.6536617151885422,1.1894352260866681e-07,-0.45072964965950096,-0.053611372274671325,8,7,hbo,False,S8_D7 hbo
5218,Inhale,66.0,1.0779863297545288e-14,0.9379033388490843,9.03728412165457e-08,-0.07820280957580092,-0.007067410092481616,8,7,hbo,False,S8_D7 hbo
5270,m_noise__ild_0__itd_500__targ_l,66.0,1.0779863297545288e-14,0.38345605439421104,1.1592812945398116e-07,0.8773927218324683,0.10171449703857527,8,7,hbo,False,S8_D7 hbo
5271,m_noise__ild_0__itd_500__targ_r,66.0,1.0779863297545288e-14,0.7392112569182299,1.1490676252175527e-07,-0.3343025593932026,-0.038413624802609715,8,7,hbo,False,S8_D7 hbo
5272,m_noise__ild_0__itd_50__targ_l,66.0,1.0779863297545288e-14,0.7211927042510918,1.1679250081310615e-07,0.35839346542232586,0.04185766910174892,8,7,hbo,False,S8_D7 hbo
5273,m_noise__ild_0__itd_50__targ_r,66.0,1.0779863297545288e-14,0.9132458030507711,1.1648005423066714e-07,0.10936377884998885,0.01273869889131739,8,7,hbo,False,S8_D7 hbo
5274,m_noise__ild_10__itd_0__targ_l,66.0,1.0779863297545288e-14,0.7682852794547761,1.1646318509148588e-07,-0.29583449302987314,-0.034453827318184,8,7,hbo,False,S8_D7 hbo
5275,m_noise__ild_10__itd_0__targ_r,66.0,1.0779863297545288e-14,0.6877139885208414,1.1555477083303139e-07,0.4037333160956954,0.046653310819097904,8,7,hbo,False,S8_D7 hbo
5276,m_speech__ild_0__itd_500__targ_l,66.0,1.0779863297545288e-14,0.6174015039259402,1.1578399522845495e-07,0.501909500077261,0.05811308716206179,8,7,hbo,False,S8_D7 hbo
5277,m_speech__ild_0__itd_500__targ_r,66.0,1.0779863297545288e-14,0.8872317336896798,1.1583518603027184e-07,-0.14235697410025908,-0.0164899465776101,8,7,hbo,False,S8_D7 hbo
5278,m_speech__ild_0__itd_50__targ_l,66.0,1.0779863297545288e-14,0.8563845843986372,1.1603621044217845e-07,-0.1816878119138286,-0.02108236517801195,8,7,hbo,False,S8_D7 hbo
5279,m_speech__ild_0__itd_50__targ_r,66.0,1.0779863297545288e-14,0.9018277450947305,1.1578242014261601e-07,0.12382807858071,0.014337114619684635,8,7,hbo,False,S8_D7 hbo
5280,m_speech__ild_10__itd_0__targ_l,66.0,1.0779863297545288e-14,0.6955499032578725,1.1560844719271719e-07,0.39304913558641746,0.045439800235585484,8,7,hbo,False,S8_D7 hbo
5281,m_speech__ild_10__itd_0__targ_r,66.0,1.0779863297545288e-14,0.8183776920898587,1.148690168946951e-07,0.23054983383458638,0.02648303275781425,8,7,hbo,False,S8_D7 hbo
5282,Exhale,66.0,4.109857642563485e-15,0.8542367852129726,5.487387918601638e-08,0.18443623820509764,0.010120731852789867,8,7,hbr,False,S8_D7 hbr
5283,Hold_Breath,66.0,4.109857642563485e-15,0.9430908959206101,7.34425181248105e-08,0.07165786150093144,0.005262733792067318,8,7,hbr,False,S8_D7 hbr
5284,Inhale,66.0,4.109857642563485e-15,0.893878095075265,5.580134910644692e-08,0.13391399307874835,0.007472581478025554,8,7,hbr,False,S8_D7 hbr
5336,m_noise__ild_0__itd_500__targ_l,66.0,4.109857642563485e-15,0.4837233466603835,7.158064232393108e-08,-0.7043006102007947,-0.0504142900673095,8,7,hbr,False,S8_D7 hbr
5337,m_noise__ild_0__itd_500__targ_r,66.0,4.109857642563485e-15,0.3594476741139173,7.094999209778236e-08,0.922848452938409,0.0654760904434308,8,7,hbr,False,S8_D7 hbr
5338,m_noise__ild_0__itd_50__targ_l,66.0,4.109857642563485e-15,0.7776457025074924,7.21143545246195e-08,-0.2835462328390631,-0.020447753559076506,8,7,hbr,False,S8_D7 hbr
5339,m_noise__ild_0__itd_50__targ_r,66.0,4.109857642563485e-15,0.6505102001110659,7.192143217550337e-08,0.45512887355052706,0.03273352041017748,8,7,hbr,False,S8_D7 hbr
5340,m_noise__ild_10__itd_0__targ_l,66.0,4.109857642563485e-15,0.8120520967474045,7.19110162063703e-08,0.23873333187340126,0.01716755649734894,8,7,hbr,False,S8_D7 hbr
